NGC5876, 0.01094, 0.010928, 0
UGC09759, 0.01123, 0.011408, 0
NGC5888, 0.02912, 0.029123, 0
UGC09777, 0.01579, 0.015654, 0
NGC5908, 0.01095, 0.011028, 0
UGC09842, 0.02967, 0.029726, 0
NGC5928, 0.01498, 0.015064, 0
NGC5930, 0.00879, 0.008726, 0
NGC5934, 0.01853, 0.019016, 0
UGC09873, 0.01867, 0.018733, 0
UGC09892, 0.01889, 0.018911, 0
NGC5951, 0.00622, 0.005937, 0
UGC09901, 0.01056, 0.010541, 0
NGC5953, 0.00721, 0.006555, 0
ARP220, 0.018, 0.018126, 0
NGC5957, 0.00605, 0.006094, 0
NGC5971, 0.01121, 0.014363, 0
UGC09919, 0.01074, 0.010617, 0
NGC5966, 0.01493, 0.014924, 0
IC4566, 0.01865, 0.01926, 0
UGC09937, 0.01482, 0.015097, 0
NGC5987, 0.01001, 0.01004, 0
NGC5980, 0.01372, 0.013649, 0
UGC10043, 0.00737, 0.007208, 0
UGC10042, 0.01403, 0.01409, 0
NGC6004, 0.01274, 0.012762, 0
UGC10097, 0.01977, 0.019887, 0
NGC6020, 0.01446, 0.014367, 0
NGC6021, 0.0158, 0.015818, 0
IC1151, 0.00746, 0.007235, 0
UGC10123, 0.01262, 0.012575, 0
NGC6027, 0.01476, 0.014834, 0
NGC6032, 0.01427, 0.014283, 0
NGC6060, 0.01453, 0.014807, 0
UGC10205, 0.02185, 0.021868, 0
NGC6063, 0.00948, 0.0095, 0
IC1199, 0.01568, 0.015781, 0
UGC10257, 0.01279, 0.012772, 0
NGC6081, 0.01681, 0.017265, 0
UGC10297, 0.00789, 0.007689, 0
UGC10331, 0.01517, 0.014914, 0
NGC6125, 0.01574, 0.016114, 0
UGC10337, 0.0294, 0.02924, 0
NGC6132, 0.01661, 0.016548, 0
NGC6146, 0.02943, 0.02942, 0
NGC6154, 0.01999, 0.020064, 0
UGC10380, 0.02909, 0.029194, 0
NGC6150, 0.02919, 0.029083, 0
NGC6155, 0.00809, 0.008066, 0
